441	AMD E-350	1MB	18	1600	2/2	1021
442	AMD A4-1350	2MB	8	1000	4/4	0
443	Intel Celeron 927UE	256KB + 1M	17	1500	1/1	0
444	Intel Celeron N2807	1MB	4	1580	2/2	0
445	Intel Celeron N2806	1MB	5	1580	2/2	1195
446	Intel Atom E3827	1MB	8	1750	2/2	0
447	Intel Atom N2850	1MB	6	2000	2/4	0
448	Intel Atom Z3460	1MB	0	1600	2/2	0
449	Qualcomm Snapdragon S4 Pro APQ8064A	2MB	0	1500	4/4	0
450	Mediatek MT8732		0	1500	4/4	0
451	Mediatek MT6732		0	1500	4/4	0
452	Rockchip RK3188		0	1800	4/4	0
453	Intel Celeron B710	256KB + 1.	35	1600	1/1	868
454	AMD E1-1500	1MB	18	1480	2/2	0
455	AMD E1-1200	1MB	18	1400	2/2	873
456	AMD E-300	1MB	18	1300	2/2	838
457	Qualcomm Snapdragon 410 MSM8916		0	1400	4/4	0
458	Qualcomm Snapdragon 410 APQ8016		0	1200	4/4	0
459	HiSilicon Kirin 620		0	1200	8/8	0
460	Intel Celeron 797	256KB + 1.	35	1400	1/1	0
461	HiSilicon Kirin 910		0	1600	4/4	0
462	Intel Atom D2560	1MB	10	2000	2/4	0
463	Intel Atom D2550	1MB	10	1866	2/4	0
464	Intel Atom N2800	1MB	6	1860	2/4	965
465	AMD E1-2200	1MB	9	1050	2/2	0
466	Intel Atom E3826	1MB	7	1460	2/2	0
467	Intel Celeron N2805	1MB	4	1460	2/2	885
468	AMD A4-1250	1MB	9	1000	2/2	740
469	AMD E1-2100	1MB	9	1000	2/2	772
470	AMD A4-1200	1MB	4	1000	2/2	733
471	AMD GX-210JA	1MB	6	1000	2/2	0
472	Intel Atom Z2760	1MB	2	1800	2/4	945
473	Intel Atom N2650	1MB	3	1733	2/4	0
474	Intel Atom E3825	1MB	6	1330	2/2	0
475	Intel Atom E3805	1MB	3	1330	2/2	0
476	Intel Atom N2600	1MB	4	1600	2/4	812
477	Qualcomm Snapdragon 400 MSM8928		0	1600	4/4	0
478	Qualcomm Snapdragon 400 APQ8028		0	1600	4/4	0
479	Marvell Armada PXA1908		0	1200	4/4	0
480	Apple A6x		0	1400	2	0
481	Intel Atom Z2580	1MB	3	1300	2/4	0
482	Qualcomm Snapdragon S4 Pro MSM8960DT	1MB	0	1700	2/2	0
483	Qualcomm Snapdragon S4 Pro MSM8960T	1MB	0	1700	2/2	0
484	AMD C-70	1MB	9	1000	2/2	782
485	Qualcomm Snapdragon 400 8930AB	1MB	0	1700	2/2	0
486	AMD C-60	1MB	9	1000	2/2	753
487	Qualcomm Snapdragon S4 Plus APQ8060A	1MB	0	1500	2/2	0
488	Qualcomm Snapdragon S4 Plus MSM8960	1MB	0	1500	2/2	0
489	Qualcomm Snapdragon S4 Plus MSM8260A	1MB	0	1500	2/2	0
490	Intel Atom Z2560	1MB	3	933	2/4	0
491	AMD C-50	1MB	9	1000	2/2	635
492	AMD Z-60	1MB	5	1000	2/2	0
493	AMD Z-01	1MB	6	1000	2/2	0
494	Apple A6		0	1000	2	0
495	Intel Atom x3-C3130		0	1000	2/2	0
496	AMD E-240	512KB	18	1500	1/1	500
497	Samsung Exynos 4412 Quad		0	1400	4/4	0
498	NVIDIA Tegra 3		0	1200	4/4	0
499	Mediatek MT8127	512KB	0	1500	4/4	0
500	Mediatek MT6589T	2MB	0	1500	4/4	0
501	Mediatek MT8389	1MB	0	1200	4/4	0
502	Mediatek MT8125	1MB	0	1200	4/4	0
503	Samsung Exynos 3470 Quad		0	1400	4/4	0
504	Mediatek MT8121	1MB	0	1300	4/4	0
505	Mediatek MT6582	512KB	0	1300	4/4	0
506	Mediatek MT6582M	512KB	0	1300	4/4	0
507	Qualcomm Snapdragon 400 MSM8926		0	1200	4/4	0
508	Qualcomm Snapdragon 400 MSM8226		0	1200	4/4	0
509	Qualcomm Snapdragon 400 APQ8026		0	1200	4/4	0
510	Mediatek MT6589		0	1200	4/4	0
511	Qualcomm Snapdragon 200 MSM8212		0	1200	4/4	0
512	Marvell PXA1088		0	1200	4/4	0
513	Qualcomm Snapdragon S4 Plus MSM8930	1MB	0	1200	2/2	0
514	Qualcomm Snapdragon S4 Plus MSM8230	1MB	0	1200	2/2	0
515	Intel Atom Z2480	512KB	0	2000	1/2	0
516	Intel Atom E3815	512KB	5	1460	1/1	0
517	AMD C-30	512KB	9	1200	1/1	403
518	Intel Atom Z2460	512KB	4	1300	1/2	0
519	Qualcomm Snapdragon S4 Plus MSM8227	1MB	0	1000	2/2	0
520	Samsung Exynos 4212 1.5 GHz	1MB	0	1500	2/2	0
521	Texas Instruments OMAP 4470		0	1500	2/2	0
522	HiSilicon k3v2 Hi3620		0	1200	4/4	0
523	Rockchip RK3066 1.5 GHz	512KB	0	1500	2/2	0
524	Qualcomm Snapdragon S4 Play MSM8625Q		0	1200	4/4	0
525	Qualcomm Snapdragon 200 8225Q		0	1400	4/4	0
526	Qualcomm Snapdragon S4 Play MSM8225Q		0	1200	4/4	0
527	MediaTek MT8312		0	1300	2/2	0
528	Renesas MP5232		0	1500	2/2	0
529	Broadcom BCM21664T		0	1200	2/2	0
530	Marvell PXA986		0	1200	2/2	0
531	Amlogic AML8726-MX	512KB	0	1500	2/2	0
532	Qualcomm Snapdragon S3 MSM8660	1MB	0	1700	2/2	0
533	Qualcomm Snapdragon S3 MSM8260	1MB	0	1500	2/2	0
534	Samsung Exynos 4210 1.4 GHz	1MB	0	1400	2/2	0
535	Texas Instruments OMAP 4460		1	1200	2/2	0
536	Rockchip RK3168		0	1200	2/2	0
537	Samsung Exynos 4210 1.2 GHz	1MB	0	1200	2/2	0
538	MediaTek MT8377	1MB	0	1200	2/2	0
539	Broadcom BCM28155		0	1200	2/2	0
540	Texas Instruments OMAP 4430		1	1000	2/2	0
541	MediaTek MT6572	1MB	0	1200	2/2	0
542	Apple A5x		0	1000	2	0
543	Qualcomm Snapdragon S4 Play MSM8225		0	1500	2/2	0
544	Intel Atom Z2420	512KB	0	1200	1/2	0
545	Apple A5		0	1000	2	0
546	Nvidia Tegra 2 (250)	1MB	1	1000	2/2	0
547	Qualcomm Snapdragon 200 8210		0	1200	2/2	0
548	MediaTek MT8317T		0	1200	2/2	0
549	MediaTek MT6577		0	1000	2/2	0
550	ST-Ericsson NovaThor U8500		0	1000	2/2	0
551	ST-Ericsson NovaThor U8420		0	1000	2/2	0
552	MediaTek MT6575		0	1000	1/1	0
553	Qualcomm Snapdragon S2 MSM8255		0	1500	1/1	0
554	Rockchip RK2918 1.2 GHz		0	1200	1/1	0
555	AllWinner A10		0	1200	1/1	0
556	ARM Cortex A8 1.2 GHz		0	1200	1/1	0
557	Apple A4		0	1000	1/1	0
558	AllWinner A13		0	1000	1/1	0
559	WonderMedia PRIZM WM8950		0	1000	1/1	0
560	Samsung Hummingbird S5PC110 / Exynos 3110		0	1000	1/1	0
561	Qualcomm Snapdragon S1 MSM7227A	256KB	0	1000	1/1	0
562	Qualcomm Snapdragon S1 MSM7225A	256KB	0	1000	1/1	0
563	Texas Instruments OMAP 3630 1GHz		0	1000	1/1	0
564	Texas Instruments OMAP 3622		0	1000	1/1	0
565	Rockchip RK2918		0	1000	1/1	0
566	Telechips TCC8803 1GHz		0	1000	1/1	0
567	ZiiLABS ZMS-08		0	1000	1/1	0
568	ARM Cortex A8 1GHz		0	1000	1/1	0
569	Actions ACT-ATM7029		0	1000	4/4	0
570	Qualcomm Snapdragon S1 QSD8250		0	1000	1/1	0
571	Loongson 2F 900MHz	512KB	4	900	1/1	0
572	Qualcomm Snapdragon S1 MSM7227		0	600	1/1	0
